-3.6643794,-4.503202,-0.82420534
-2.716294,-4.067776,1.6714355
-3.4369044,-2.3184144,-2.0760887
-4.5246844,-5.295428,-2.4723778
-2.6050918,-4.985839,3.120311
-6.7007947,-7.727194,-5.714861
-2.178491,-0.7332209,-1.0789332
-3.2085342,-5.0836177,1.5108584
-4.0849485,-5.1544633,-3.2434983
-5.2830877,-3.8897953,-3.5133233
-2.560124,-2.7141938,0.66225463
-6.741499,-7.9204564,-4.237159
-5.1332483,-3.9436595,-3.6960628
-3.9333737,-1.8150876,-4.4445777
-3.9573603,-5.3061876,2.07362
-3.9546883,-3.4095368,-3.3077743
-4.572909,-5.5523896,-1.0257789
-3.4430735,-5.817191,1.3554653
-4.861682,-5.964898,-1.2753524
-2.5201159,-2.4886663,0.7529666
-3.2965422,-3.3915868,-1.6462317
-5.3369145,-7.1444864,-1.4025252
-2.0109131,-1.4783806,-1.4603982
-2.7146034,-4.1661615,0.114884965
-3.851505,-5.2609143,0.3768633
-5.4586663,-3.1633418,-4.5898724
-3.561168,-4.616898,2.6367798
-3.5772705,-4.773573,-2.0014172
-7.7687197,-5.148052,-8.995339
-8.577822,-4.7525954,-9.981345
-5.601015,-9.270821,1.0632645
-4.7515283,-5.971822,-2.892288
-5.1814337,-7.734921,-0.5971419
-3.5291898,-3.3336914,2.2319868
-4.204734,-6.5618415,-0.71694523
-3.8357365,-2.8484643,-2.0780354
-4.4248753,-3.5190134,-3.1239822
-5.269446,-7.092173,-2.5587816
-3.9986496,-6.8062935,0.8294847
-3.772225,-5.655534,-1.3176653
-3.283793,-4.9067316,3.0087795
-6.086794,-3.5972216,-7.495026
-4.983721,-5.0635476,-3.9292316
-7.0777254,-3.772431,-6.1870003
-3.8219388,-2.1362405,-1.4736266
-5.029037,-5.630977,-2.2501898
-4.3836946,-5.2327437,0.039895926
-5.967636,-6.380325,-4.67389
-2.1328316,-1.7063498,-0.7776025
-3.547511,-2.4378443,-1.0536894
-4.143884,-3.8858318,-0.6614791
-2.636332,-2.3702095,-0.81529063
-3.3989127,-4.671683,1.259174
-2.7199738,-3.2885976,-3.144831
-5.6765347,-4.4677353,-5.9884214
-3.7991657,-6.1567655,2.1510503
-2.813823,-2.7330842,-0.084752806
-6.4440618,-3.7202995,-6.761992
-3.6079652,-6.3424892,2.2164237
-3.721988,-4.978448,1.2720361
-4.4641657,-6.584794,-0.2949472
-4.4277697,-6.657578,-1.2513674
-4.9419603,-5.5059824,-0.88217485
-4.397356,-6.2900147,2.353752
-3.6237588,-5.400367,-0.79434645
-3.8495033,-0.14782606,-4.7847185
-3.4193695,-4.067247,-1.5333247
-3.8077204,-6.3184114,0.9424908
-3.0765777,-3.713806,-0.29211152
-4.5970354,-5.100618,-1.6667678
-6.094419,-7.946273,-3.167403
-5.25975,-3.8680403,-4.68825
-3.0496633,-5.556393,5.1730886
-5.6277003,-3.2869952,-4.9016333
-3.8570702,-4.999418,-1.8734307
-3.4411592,-6.9295425,1.6038672
-6.5951447,-7.386695,-5.199732
-3.6560845,-4.9514847,0.67580044
-4.294913,-4.2559824,-4.049541
-3.6436336,-4.847992,0.89214194
-3.5284958,-4.1583056,-1.4282311
-5.7506714,-2.4928904,-6.0662026
-3.256077,-2.184195,-0.91565716
-4.833141,-3.1963985,-5.5144324
-5.2104983,-4.4447813,-5.2168384
-3.2121863,-6.5465627,1.1486897
-3.8780386,-3.7516506,-1.925007
-3.815333,-6.851973,3.7279732
-5.4012113,-6.5830593,-3.9126375
-3.3598545,-2.97327,-0.8370267
-2.8463488,-1.1701574,-0.18307173
-3.229415,-4.0953426,1.7425019
-4.5462127,-3.2782247,-4.860668
-4.982484,-3.9993436,-4.091259
-5.3147235,-8.53497,0.4471688
-4.5806236,-4.971349,-3.4627354
-7.429135,-5.182314,-6.8397775
-3.906815,-4.883427,0.011036359
-5.7973447,-4.4450936,-4.687836
-2.3834906,-2.9329762,-0.243405
-4.519897,-3.9388182,-4.732264
-4.4436665,-7.0833583,-1.4867113
-5.4000626,-4.4180017,-1.9027904
-1.8519799,-3.759256,3.800904
-2.9374144,-4.9929986,2.212123
-5.0587144,-5.176341,-3.9072037
-1.8875519,-2.00187,-1.1001629
-3.2522988,-2.6487489,-0.80053145
-3.3903892,-3.993882,-0.081464864
-3.7910128,-0.77018887,-3.2219331
-8.320824,-6.6006885,-7.7976627
-4.9384356,-2.8211308,-4.3863425
