4.3063197,4.4548965,1.2192366,-2.1260147,1.4174297,-0.65002495,-5.0684624,-4.92681,3.6778083,-1.9867663,-4.430228,-8.55331,2.2827194,-1.6481826,-1.3753124,-0.2799525
-1.1287192,0.61144894,-4.0852356,4.4898467,2.527241,2.0425954,-2.42195,-0.068155386,3.9253268,0.6982134,-0.31226167,-1.5301584,1.7995216,-4.2777405,-4.4079847,-4.8567557
1.1090672,3.5937493,-2.0287325,2.35432,-1.1954241,3.9349852,-1.782143,-0.17555358,5.256008,-0.81462705,-3.4167354,-1.4269226,1.973833,-1.2819937,-1.6516228,-1.644162
-7.0012517,-1.8129338,-3.1906173,1.0214455,1.7652867,5.669925,-3.4580314,-3.3648794,0.4483323,1.7219678,3.0745783,-4.3987865,0.03314622,-3.4436545,-0.88452405,1.3288231
-0.74442273,-0.7429064,-5.4678545,2.913172,-1.1222517,1.3410212,0.34182084,-3.3435543,-2.6975698,0.21142694,2.593978,-5.668869,1.024175,-2.0868537,-3.443366,-3.3363583
-4.0946064,2.232053,-0.88530135,-4.411166,-1.7389272,-2.9967706,-0.38902298,-3.2226448,-0.9895468,-2.3130012,-0.8682794,-4.4625993,2.4289134,1.1576449,-1.5963575,-10.005133
-5.831504,1.055072,-0.67639846,3.0370998,0.70314795,4.1286917,-4.48469,-4.369765,-1.1575155,0.5450731,3.20242,-9.374392,0.63509005,-3.142875,-1.8176914,-1.0004289
-5.682167,2.2268553,-1.9360418,-1.3773974,0.1489013,1.4926487,-0.7472384,-2.1598153,-2.55361,3.7416503,2.7583656,-6.4332895,4.31772,-0.835541,-5.1654363,-0.4495775
-2.4170468,0.5483171,-4.0137744,-0.3193969,0.061083864,-0.13478908,1.6485897,1.2506132,-0.72102463,4.2141094,0.8173477,-1.9983531,4.342576,-1.9710015,-3.2232661,-1.9450563
-6.5088153,-0.3859312,-2.2308512,-0.96267414,2.2149987,7.437668,-2.5556293,-2.567327,0.47468588,2.2486963,3.840132,-2.0930686,2.438517,0.5063485,-3.8363006,-4.1619678
-5.6587324,0.10839048,-0.96967095,-3.5342865,0.64298373,2.0139873,-0.1604314,0.31623465,5.77409,-2.0387692,3.5311775,0.7320093,4.466111,-2.2076259,-6.2277017,-8.999602
-5.969639,3.3704154,-2.304029,-2.8928137,-1.387391,-1.4609791,-1.9583337,-0.92656857,-1.6128219,3.12771,0.9450401,-3.2700784,2.1154642,-3.112812,1.2632091,-5.576965
-0.6442018,-1.7898622,-1.3595598,-3.8254158,-1.1764586,-0.66054064,-3.0363355,-1.9157257,0.20839813,0.35461596,0.9914625,-3.6961205,2.5461411,-1.1232673,-1.907081,-5.67168
-1.9444253,-4.296595,0.36776245,-1.2702556,-3.149209,-2.3857691,0.478372,-1.8126208,-2.397022,-0.27951255,1.8737651,-3.8056157,5.32242,-1.9830581,4.2592635,-2.1093853
-4.4288483,-0.862464,-2.6272418,-3.6083379,0.96766126,-3.6286297,-4.16689,-0.42124104,3.0182798,8.346065,-0.49770597,-5.2785435,3.7809749,-2.9078274,-0.14256327,-6.6556168
-5.0329213,-0.07424107,-1.1213969,-3.3126006,0.5427171,1.5813202,-0.36187312,1.0369029,5.5909376,-2.471507,4.169936,0.1798041,5.1330376,-2.487508,-6.2811723,-8.934223
-1.9245738,-2.2455645,-0.6543517,-3.0226345,1.6509858,-0.97148764,-0.9336616,-2.4336612,3.0661583,0.36302066,-2.2494261,-3.2407238,3.5513656,-1.9803573,-4.0239778,-7.474281
-2.5511854,3.778345,0.30496696,0.90293634,-3.235452,-1.4786514,-0.5977383,-5.0073133,-1.4842328,3.6580954,-2.0423048,-3.9623876,2.5811498,-4.6535397,-1.8024746,-4.1796484
-3.2998405,3.1398365,1.3959053,0.7123055,-0.53428847,-4.419907,-1.1493852,-7.082569,-2.5688868,5.1787496,-0.5017693,-2.0047045,3.4992836,-1.7349206,-2.2349231,-5.7271447
0.40573752,-1.2315174,-2.8542387,2.4966278,3.188233,1.5624212,-2.1039574,-3.684759,-1.40043,1.1036454,3.0137248,-5.233484,2.6613762,-3.983513,-4.3632727,-3.4696069
-4.5874324,2.1851165,2.0701103,-4.3133492,1.2345588,-0.3091859,-1.7126385,-0.40955678,1.3460692,0.20087504,0.9484149,-2.5193326,5.3335323,-4.7138023,-0.95664585,-6.341097
-3.1862898,-0.93892556,-3.4953187,-3.278213,4.08376,5.539923,-5.34915,-1.7978044,3.2604783,-1.468859,2.6455185,-1.0280508,3.6442614,5.6453543,-5.91177,-7.472491
-4.6239243,-4.446984,-1.1255856,-2.7304304,-1.5704737,-1.778088,-3.610529,-0.18149537,0.30315468,-0.36005375,5.4907084,-1.708359,1.8069954,-4.179497,-0.8419987,-5.643657
-5.6690335,2.2683818,-2.3324573,-2.347735,0.96751124,6.6278324,-7.0646954,0.40337625,0.058982506,5.3421474,2.7090876,-0.34041205,4.7799196,-2.8578618,-1.424883,-4.5364647
-4.261861,3.5518367,-2.055073,-4.9824967,2.8421242,5.3110886,-4.8892217,-2.667322,-0.7305071,2.910172,-0.7422705,-1.5669739,5.043532,4.541614,-3.2220795,-7.1625896
-3.0384908,1.7828612,-2.2301097,-1.072604,1.8233918,-0.09397278,2.5828316,-3.2223063,-1.8609681,-0.5409909,2.520126,-0.549986,2.694217,1.724148,-3.897907,-8.92438
-3.842858,1.6297365,-3.582203,-5.642837,1.3727055,2.6074774,-4.339106,0.5767329,-2.2149248,3.5358133,4.4593635,-2.6782556,7.243554,4.2362356,-4.5808434,-3.7654693
-4.142177,-0.97982156,-3.3920543,1.3807342,0.57571226,-0.784737,-4.8325415,2.4158838,2.7450767,4.094616,0.35444403,-1.863534,3.1409836,0.21690504,-0.67222047,-3.4074051
-5.922028,0.92152005,-1.1788949,-5.7452106,0.34285572,0.8643759,-1.7541993,1.5079314,0.36822698,2.0830643,-0.19319054,-2.797471,5.414803,-2.1302845,1.7005295,-6.96745
-7.3232107,1.8564526,1.3209878,-6.053487,-1.3193378,0.2000582,-0.8562678,2.5143769,2.6054068,1.0249727,-1.4369789,-2.4706407,7.6043935,-2.2220006,0.3566328,-6.3455324
